category,funding
E-Commerce Platforms,1100000.0
Finance Technology,1100000.0
FinTech,1100000.0
Mobile Commerce,1100000.0
Mobile Payments,1100000.0
Online Travel,250000.0
Services,250000.0
Social Media,250000.0
Cars,2000000.0
Insurance,2000000.0
Risk Management,2000000.0
Software,17000000.0
Analytics,1510000.0
Cloud Computing,1510000.0
Search,1510000.0
Industrial,50000.0
Technology,50000.0
Business Services,85627000.0
Finance,85627000.0
Enterprise Software,11625112.0
Intellectual Asset Management,11625112.0
Developer Tools,16674.0
Internet,16674.0
Testing,16674.0
Biotechnology,1020000.0
Biotechnology,5109750.0
Security,30500000.0
Software,75000000.0
Cyber Security,13429728.0
Mechanical Solutions,13429728.0
Services,13429728.0
Broadcasting,4668000.0
Cloud Computing,4668000.0
Telecommunications,4668000.0
Travel & Tourism,350000.0
Colleges,750000000.0
Education,750000000.0
Universities,750000000.0
Health and Wellness,581000.0
Health Care,14745580.0
Health Care,4680344.0
Hospitality,405749.0
Analytics,16674.0
Internet,16674.0
Sports,16674.0
Curated Web,547000.0
Location Based Services,360000.0
Mobile,360000.0
Security,360000.0
Travel,360000.0
Biotechnology,3500000.0
Health Care,420000.0
Local,28000000.0
Storage,28000000.0
Transportation,28000000.0
Mobile,75500000.0
Databases,68000000.0
Software,68000000.0
Media,250000.0
Ad Targeting,900000.0
Advertising,900000.0
Advertising Exchanges,900000.0
Advertising Networks,900000.0
Advertising Platforms,900000.0
Internet Marketing,900000.0
Cloud Computing,54993.0
PaaS,54993.0
Web Hosting,54993.0
Apps,800000.0
E-Commerce,800000.0
E-Commerce Platforms,800000.0
Flash Sales,800000.0
Social Commerce,800000.0
Software,800000.0
Enterprise Software,15000000.0
Developer Tools,4500000.0
Application Performance Monitoring,2000000.0
Cloud Computing,2000000.0
Developer Tools,2000000.0
Enterprise Software,2000000.0
Information Technology,2000000.0
SaaS,2000000.0
Home Automation,172581.0
Software,7824999.0
Brand Marketing,3839780.0
Social Commerce,3839780.0
Social Media,3839780.0
Social Media Marketing,3839780.0
Cloud Computing,7500000.0
Developer APIs,7500000.0
Mobile,7500000.0
PaaS,7500000.0
SaaS,7500000.0
Cloud Computing,457104.0
Cloud Management,457104.0
IaaS,457104.0
Infrastructure,457104.0
Open Source,457104.0
Software,457104.0
Cloud Computing,870000.0
Enterprise Software,870000.0
Infrastructure,870000.0
Marketplaces,870000.0
Software,10600000.0
IT Management,2000000.0
Software,2000000.0
Software Compliance,2000000.0
EdTech,500000.0
Education,500000.0
Employment,500000.0
High Schools,500000.0
Reading Apps,500000.0
Recruiting,500000.0
Games,30000.0
Mobile,30000.0
Software,30000.0
Sports,30000.0
Hardware,65000.0
Mobile,65000.0
Parking,65000.0
Sports,65000.0
Messaging,250000.0
Social Media,250000.0
Software,272500.0
Customer Service,1828992.0
Information Technology,1828992.0
Software,1828992.0
Consulting,1250000.0
Art,100000.0
Concerts,100000.0
Events,100000.0
Music,100000.0
Nightclubs,100000.0
EdTech,250000.0
Education,250000.0
Entertainment Industry,250000.0
Film,250000.0
Professional Networking,250000.0
Social Network Media,250000.0
Television,250000.0
Theatre,250000.0
Biotechnology,421250.0
Health Diagnostics,421250.0
E-Commerce Platforms,610000.0
Internet,610000.0
Marketplaces,610000.0
Mobile,610000.0
Social Media,610000.0
Entertainment,330000.0
Games,330000.0
Internet,330000.0
Social Media,330000.0
Art,40000.0
Curated Web,40000.0
Incentives,40000.0
Internet,40000.0
Monetization,40000.0
Music,40000.0
Concerts,118000.0
Crowdfunding,118000.0
Crowdsourcing,118000.0
Events,118000.0
Market Research,118000.0
Music,118000.0
Sales and Marketing,118000.0
Biotechnology,1900000.0
Databases,500000.0
Finance,500000.0
FinTech,500000.0
Software,500000.0
Systems,500000.0
Enterprise Software,10000.0
Media,10000.0
Social Media,10000.0
Sustainability,10000.0
Child Care,157614.0
Parenting,157614.0
Services,157614.0
3D,19299.0
Services,19299.0
Apps,250000.0
Internet,250000.0
Mobile,250000.0
Software,250000.0
Loyalty Programs,225000.0
Mobile,225000.0
Retail,225000.0
Mobile,3000000.0
Document Management,600000.0
Cloud Computing,404300.0
Developer Tools,404300.0
SaaS,404300.0
Software,404300.0
Web Development,404300.0
Web Tools,404300.0
Curated Web,755000.0
Fashion,86000000.0
Lifestyle,86000000.0
Design,110000.0
Mobile,110000.0
SaaS,110000.0
Crowdfunding,4500.0
Crowdsourcing,4500.0
Entrepreneur,4500.0
Search,4500.0
Startups,4500.0
Venture Capital,4500.0
Information Technology,2250000.0
Apps,500000.0
Social Media,500000.0
Life Sciences,1280000.0
3D Printing,120000.0
Design,43037.0
Retail Technology,43037.0
Travel,43037.0
Fashion,60000.0
Lifestyle Products,60000.0
Mobile Commerce,60000.0
Services,60000.0
Semiconductors,61503944.0
Banking,2700000.0
Enterprise Software,2700000.0
Financial Services,2700000.0
Payments,2700000.0
Software,2700000.0
Education,6016903.0
Design,600000.0
Fitness,600000.0
Health and Wellness,600000.0
Manufacturing,600000.0
Apps,10500003.0
Cloud Computing,10500003.0
Enterprise Software,10500003.0
Open Source,10500003.0
PaaS,10500003.0
Web Hosting,10500003.0
Software,196120.0
Apps,1147146.0
Fashion,1147146.0
B2B,1980198.02
Consulting,1980198.02
Employment,1980198.02
Recruiting,1980198.02
Software,1980198.02
Energy,1289733.0
Local,1289733.0
Renewable Energies,1289733.0
Biotechnology,6452960.0
Health Care,3000000.0
Industrial,800000.0
Manufacturing,800000.0
Hardware + Software,19416467.0
Biotechnology,25000.0
Advertising,3625000.0
Software,3500000.0
Dental,20000000.0
B2B,54800000.0
Cooking,54800000.0
Distribution,54800000.0
E-Commerce,54800000.0
Manufacturing,54800000.0
Online Shopping,54800000.0
Games,550000.0
Virtual Worlds,550000.0
Curated Web,15100000.0
Games,179232.0
Telecommunications,30000000.0
Enterprise Software,5500000.0
Internet,50000000.0
Services,50000000.0
Telecommunications,50000000.0
App Marketing,20000.0
Coupons,20000.0
Discounts,20000.0
Mobile,20000.0
E-Commerce,8000000.0
Technology,250000.0
Enterprise Software,13000000.0
Storage,13000000.0
Enterprise Software,1026566.0
Games,5960000.0
Business Services,1000000.0
Hardware + Software,3220000.0
Meeting Software,15000000.0
Technology,15000000.0
Telecommunications,21600000.0
Databases,1800000.0
Games,10000000.0
Curated Web,987290.0
Enterprise Software,48000000.0
Telecommunications,48000000.0
Enterprise Software,2622800.0
Advanced Materials,10000000.0
Curated Web,333355.0
Education,4089700.0
Enterprises,4089700.0
SaaS,4089700.0
Security,905000.0
Semiconductors,31800000.0
Advertising,6400000.0
Big Data,6400000.0
Brand Marketing,6400000.0
CRM,6400000.0
Data Integration,6400000.0
Email Marketing,6400000.0
Internet Marketing,6400000.0
Mobile,6400000.0
SaaS,6400000.0
Social Media Marketing,6400000.0
Technology,6400000.0
Analytics,20000000.0
Financial Services,20000000.0
Mobile,20000000.0
Optimization,20000000.0
Telecommunications,20000000.0
User Experience Design,20000000.0
Entertainment,50000.0
Games,50000.0
Mobile,11695563.0
Video,11695563.0
Video Streaming,11695563.0
Enterprise Software,4000000.0
Mobile,4000000.0
Mobility,4000000.0
Virtualization,4000000.0
Mobile,13000000.0
Retail,13000000.0
Shopping,13000000.0
Software,13000000.0
Curated Web,2700000.0
Marketplaces,1688936.0
Healthcare Services,14000000.0
Infrastructure,14000000.0
Medical,14000000.0
Semiconductors,1000000.0
Health Care,7429362.0
Apps,125000.0
Photo Sharing,125000.0
All Markets,5600000.0
Fantasy Sports,5600000.0
Finance,5600000.0
Soccer,5600000.0
Sports,5600000.0
Trading,5600000.0
Curated Web,1100000.0
Mobile,4300000.0
Social Media,402050.0
Apps,154393.0
Games,154393.0
Mobile Games,154393.0
Software,4454995.0
Telecommunications,30900000.0
Crowdfunding,235677.0
Finance,235677.0
Enterprise Software,6000000.0
Hardware + Software,100000.0
Technology,100000.0
Curated Web,40000.0
Crowdfunding,100000.0
Entrepreneur,100000.0
Finance,100000.0
Human Resources,20323.0
Recruiting,20323.0
Video Streaming,20323.0
Internet Marketing,22160000.0
Technology,22160000.0
Crowdfunding,400000.0
Enterprises,400000.0
Nonprofits,400000.0
Software,400000.0
Education,440000.0
Language Learning,440000.0
Advertising,10000.0
Small and Medium Businesses,10000.0
Startups,10000.0
Education,4300000.0
Professional Services,4300000.0
Startups,4300000.0
Big Data Analytics,169502.0
Data Visualization,169502.0
Automotive,100000.0
Education,100000.0
Entrepreneur,100000.0
Finance,100000.0
Incubators,100000.0
Startups,100000.0
Entrepreneur,1200000.0
Finance,1200000.0
Small and Medium Businesses,1200000.0
Startups,1200000.0
E-Commerce,40000.0
Software,24000000.0
Entrepreneur,1250000.0
Events,1250000.0
Startups,1250000.0
Venture Capital,1250000.0
B2B,1286600.0
Cyber Security,1286600.0
Data Visualization,1286600.0
Finance,1286600.0
SaaS,1286600.0
Startups,1286600.0
Analytics,28000.0
Entrepreneur,28000.0
Geospatial,28000.0
Local Businesses,28000.0
Location Based Services,28000.0
Startups,28000.0
Startups,40000.0
Employment,200000.0
Entrepreneur,200000.0
Events,200000.0
Media,200000.0
News,200000.0
Startups,200000.0
Technology,200000.0
Advertising,1500.0
Networking,1500.0
News,1500.0
Nonprofits,1500.0
Startups,1500.0
News,300000.0
Corporate Wellness,100000.0
SaaS,100000.0
Software,100000.0
Startups,100000.0
Consulting,2300000.0
Startups,2300000.0
Angels,373082.0
Communities,373082.0
Investment Management,373082.0
Venture Capital,373082.0
Collaboration,5500000.0
Consumers,5500000.0
Curated Web,5500000.0
Recruiting,5500000.0
Search,5500000.0
Social Media,5500000.0
All Students,4800000.0
Automotive,4800000.0
Biotechnology,4800000.0
Clean Technology,4800000.0
Consumer Internet,4800000.0
E-Commerce,4800000.0
Entrepreneur,4800000.0
Nonprofits,4800000.0
Startups,4800000.0
Software,700000.0
Software,3250000.0
Sporting Goods,740000.0
Financial Services,1500000.0
FinTech,1500000.0
Investment Management,1500000.0
Consumers,220000.0
Analytics,107504.0
Sales and Marketing,107504.0
Social Media,107504.0
Biotechnology,4200000.0
Biotechnology,31784070.0
Doctors,5850000.0
Healthcare Services,5850000.0
Medical,5850000.0
Analytics,122749.0
Big Data Analytics,122749.0
SaaS,122749.0
Open Source,14163510.0
Opinions,14163510.0
Social Media,14163510.0
Startups,14163510.0
Nonprofits,213370.0
Software,6500000.0
Business Services,5000000.0
Data Visualization,5000000.0
Services,5000000.0
Travel,6716840.0
Software,15836001.0
Music,1150000.0
Reviews and Recommendations,1150000.0
Social Media,1150000.0
Mobile Commerce,30000.0
Big Data,750000.0
Big Data Analytics,750000.0
Location Based Services,750000.0
Mobile,750000.0
Mobile Advertising,750000.0
Mobile,1798609.0
Mobile Advertising,1798609.0
Mobile Commerce,1798609.0
Artificial Intelligence,120000.0
Services,120000.0
Sports,120000.0
Manufacturing,12367192.0
Big Data Analytics,5300000.0
Content,5300000.0
Demographies,5300000.0
Media,5300000.0
Sports,5300000.0
Analytics,813800.0
Games,813800.0
Analytics,12000.0
Business Intelligence,12000.0
Enterprise Software,12000.0
Finance,12000.0
Software,12000.0
Web Development,12000.0
Mobile,1850000.0
Productivity Software,1850000.0
Sensors,1850000.0
Facebook Applications,250000.0
Software,250000.0
Twitter Applications,250000.0
News,55000.0
Small and Medium Businesses,55000.0
Nonprofits,112500.0
Advertising,10136.0
Internet,10136.0
Social Media Advertising,10136.0
Social Media Marketing,10136.0
MicroBlogging,2395000.0
Open Source,2395000.0
Real Time,2395000.0
Social Network Media,2395000.0
Software,2395000.0
Displays,100000.0
Software,100000.0
Gamification,674164.8783
Soccer,674164.8783
Startups,674164.8783
Curated Web,750000.0
Clean Technology,390000.0
Logistics,390000.0
Shipping,390000.0
CRM,18000000.0
Crowdfunding,18000000.0
Events,18000000.0
Nonprofits,18000000.0
Peer-to-Peer,18000000.0
Social Fundraising,18000000.0
Apps,2200000.0
Collaboration,2200000.0
Film,2200000.0
Music,2200000.0
Photography,2200000.0
Social Media,2200000.0
Video,2200000.0
Video Editing,2200000.0
Travel,2400000.0
Cloud Computing,3750000.0
Enterprise Software,3750000.0
Hotels,3750000.0
Mobile,3750000.0
SaaS,3750000.0
Startups,3750000.0
E-Commerce,20500000.0
Hotels,20500000.0
Online Reservations,20500000.0
Travel,20500000.0
Embedded Hardware and Software,800000.0
Information Security,800000.0
Mobile Security,800000.0
Operating Systems,800000.0
Health Care,3075000.0
Travel,25000.0
Health Care,15400122.0
Pharmaceuticals,15400122.0
Big Data Analytics,14000000.0
Craft Beer,14000000.0
Mobile Analytics,14000000.0
SaaS,14000000.0
Education,2200000.0
Computers,250000.0
Software,250000.0
Biotechnology,451916.0
Biotechnology,8544226.0
Industrial Automation,8544226.0
Innovation Engineering,8544226.0
Software,8544226.0
Loyalty Programs,1488000.0
Mobile,1488000.0
Photo Sharing,1488000.0
Social Media Marketing,1488000.0
Cloud Computing,7999999.0
Enterprise Software,7999999.0
Games,7999999.0
Graphics,7999999.0
IaaS,7999999.0
PaaS,7999999.0
Pharmaceuticals,7999999.0
SaaS,7999999.0
Analytics,400000.0
Big Data,400000.0
Enterprise Software,400000.0
Machine Learning,400000.0
Sports,400000.0
Mobile,1100000.0
Software,12000000.0
Storage,12000000.0
Games,90000.0
Security,10000000.0
Cloud Computing,77500000.0
CRM,77500000.0
Estimation and Quoting,77500000.0
Price Comparison,77500000.0
SaaS,77500000.0
Software,77500000.0
IT and Cybersecurity,2180000.0
Mobility,2180000.0
Software Compliance,2180000.0
Manufacturing,4405204.0
Advertising,14550000.0
Analytics,14550000.0
E-Commerce,14550000.0
Retail,14550000.0
Enterprise Software,42500000.0
Biotechnology,1350050.0
Medical,1350050.0
Recreation,1350050.0
Software,747500.0
Advertising,500000.0
E-Commerce,110000.0
Fashion,110000.0
Mobile Commerce,110000.0
Consumer Electronics,16390.0
Home Automation,16390.0
Lighting,16390.0
Security,16390.0
Software,527160.0
E-Commerce,37000000.0
Entrepreneur,37000000.0
Jewelry,37000000.0
Retail,37000000.0
Bitcoin,3000000.0
Finance,3000000.0
Finance Technology,3000000.0
Financial Services,3000000.0
FinTech,3000000.0
Nonprofits,3000000.0
Payments,3000000.0
Services,3000000.0
Biotechnology,17566976.0
Apps,5000000.0
Big Data,5000000.0
Mobile,5000000.0
Music,410076.0
Music Services,410076.0
Clean Technology,7450000.0
Manufacturing,750000.0
Customer Service,38949999.0
E-Commerce,38949999.0
Online Shopping,38949999.0
Software,38949999.0
Design,35000000.0
Emerging Markets,30000.0
Hardware,30000.0
Mobile,30000.0
Brand Marketing,2100000.0
Trading,2100000.0
Apps,172678.4657
Mobile,172678.4657
Social Network Media,172678.4657
Young Adults,172678.4657
Enterprise Software,100097672.0
Health Care,4500000.0
Medical,4500000.0
Therapeutics,4500000.0
Biotechnology,33000000.0
Biotechnology,473526990.0
Health Diagnostics,473526990.0
Biotechnology,10000000.0
Biotechnology,20000000.0
Medical Devices,13800000.0
Health and Wellness,2500000.0
Biotechnology,22000000.0
Biotechnology,51885190.0
Biotechnology,7502187.0
Biotechnology,15090000.0
Health and Wellness,15090000.0
Health Care,15090000.0
Health Diagnostics,15090000.0
Biotechnology,570746.0
Biotechnology,1000000.0
Education,25000.0
Health and Wellness,150000.0
Health Care,40200000.0
Consumer Goods,939432.0
Innovation Management,939432.0
Water,939432.0
Gift Card,136181.0
Mobile Commerce,136181.0
Mobile Coupons,136181.0
Software,6500000.0
Flash Storage,1.0
Service Providers,1.0
Startups,1.0
Hospitality,24500000.0
Advertising,4899999.0
Android,4899999.0
iOS,4899999.0
Mobile,4899999.0
Sales and Marketing,4899999.0
Video,4899999.0
Design,24910219.0
Telecommunications,24910219.0
Wireless,24910219.0
Consulting,3990853.0
Software,3990853.0
Telecommunications,3990853.0
Finance,1347000.0
Online Dating,1347000.0
Social Media,1347000.0
Social Search,1347000.0
K-12 Education,125000.0
Parenting,125000.0
SaaS,125000.0
Hospitality,5500000.0
Mobile,5500000.0
Mobile Software Tools,5500000.0
Retail,5500000.0
Fitness,68497.0
Health and Wellness,68497.0
Information Technology,68497.0
Sports,68497.0
Wearables,68497.0
Curated Web,6600000.0
Clean Technology,7992756.0
Software,360000.0
Biotechnology,46000000.0
Entertainment,230000.0
Music,230000.0
Networking,230000.0
Social Media,230000.0
Security,50000.0
Medical Devices,4564996.0
Education,55063.0
Mobile,55063.0
Telecommunications,55063.0
Ventures for Good,55063.0
Biotechnology,285000.0
Real Estate,40000000.0
Manufacturing,2450000.0
Health and Wellness,650000.0
Robotics,1500000.0
Technology,1500000.0
Business Services,30000000.0
Enterprises,30000000.0
Software,30000000.0
Biotechnology,1500000.0
Social Media,2100000.0
Social Television,2100000.0
Television,2100000.0
Hardware + Software,19314063.0
Analytics,2527430.0
Electronics,2527430.0
Technology,2527430.0
Software,17000000.0
Music,100000.0
Brand Marketing,100000.0
Facebook Applications,100000.0
Sales and Marketing,100000.0
Social Games,100000.0
Social Media,100000.0
Startups,100000.0
Marketplaces,110490.0
Curated Web,2225000.0
Advertising,11000000.0
Brand Marketing,11000000.0
Optimization,11000000.0
Advertising,6107133.0
Advertising Platforms,6107133.0
Online Video Advertising,6107133.0
Real Time,6107133.0
Technology,6107133.0
Internet,120000.0
Mobile,120000.0
Curated Web,1900000.0
Mobile,1900000.0
SEO,1900000.0
Communities,93549.0
Social Network Media,93549.0
Web Development,93549.0
Travel,62862.0
Business Services,2800000.0
Curated Web,325000.0
Information Technology,26400000.0
Networking,26400000.0
Network Security,26400000.0
Security,26400000.0
Storage,26400000.0
Health Care,1150000.0
Cloud Computing,250000.0
Hardware + Software,250000.0
Internet of Things,250000.0
3D Printing,1000000.0
Art,1000000.0
Curated Web,1000000.0
Design,1000000.0
E-Commerce,1000000.0
